wrinvstg_no,fire_type_nm,buld_srtfrm,buld_strctr,buld_srtrf,buld_strct_dong_cnt,ground_nof,bstory_cnt,totar,bottom_area,buld_sttus_nm,dth_cnt,injpsn_cnt,dth_hnl_dmge_cnt,prprty_dmge_amt,fire_ocrn_yr,season_se_nm,qtr_se,fire_ocrn_ymd,fire_ocrn_tm,fire_ocrn_mnth,fire_ocrn_day,fire_ocrn_hour,fire_ocrn_min,daywk,frstt_nm,ward_nm,lfdau_nm,dsp_reqre_time,fire_supesn_time,sido_nm,sigungu_nm,emd_nm,cty_frmvl_se_nm,emd_se_nm,longitude,la,spt_frstt_dist,spt_safe_cnter_dist,spt_lfdau_dist,ign_htsrc_nm,ign_htsrc_sclas_nm,ign_fctr_lclas_nm,ign_fctr_sclas_nm,frst_igobj_lclas_nm,frst_igobj_sclas_nm,ign_mhrls_lclas_nm,ign_mhrls_sclas_nm,cmbs_expobj_lclas_nm,cmbs_expobj_sclas_nm,fclty_place_lclas_nm,fclty_place_mclas_nm,fclty_place_sclas_nm,ign_floor_nm,soot_area,fio_join_trgt_yn,frmng_trgt_yn,mub_yn,emrg_crg_oper_yn,vhcle_place,vhcle_ign_bhf,fld_fire_se,fld_fire_ign_bhf,time_unit_tmprt,time_unit_rainqty,time_unit_ws,time_unit_wd,time_unit_humidity,time_unit_msnf,time_unit
1.90E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,494,131,사용중,0,0,0,8,2019,봄,2,20190421,140800,4,21,14,8,일요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,334,1448,서울특별시,송파구,잠실동,도시,동,127.0865977,37.5071619,6,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,2,0,N,N,N,,,,,,17.9,,1.9,250,64,,947
1.90E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,1277,134,사용중,0,0,0,12,2019,봄,2,20190429,134200,4,29,13,42,월요일,송파소방서,가락119안전센터,가락119안전센터,220,839,서울특별시,송파구,가락동,도시,동,127.1191037,37.4959786,3,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,,,주거,공동주택,다세대주택,2,0,N,N,N,,,,,,16,,1.1,160,43,,1838
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,1,0,80,27,사용중,0,0,0,15,2019,봄,2,20190501,124300,5,1,12,43,수요일,송파소방서,거여119안전센터,거여119안전센터,348,1,서울특별시,송파구,마천동,도시,동,127.1541852,37.500502,2,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,단독주택,1,0,N,N,N,,,,,,20,,2.9,270,46,,818
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,650,165,사용중,0,0,0,221,2019,봄,2,20190507,44200,5,7,4,42,화요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,56,200,서울특별시,송파구,잠실동,도시,동,127.0852998,37.5047088,7,1,0,작동기기,기기 전도/복사열,부주의,가연물 근접방치,침구/직물류,이불(베개/시트),계절용 기기,전기장판/담요/방석류,,,주거,공동주택,다세대주택,5,0,N,N,N,,,,,,9.2,,1.3,270,38,,1898
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,427,99,사용중,0,0,0,433,2019,봄,2,20190507,143700,5,7,14,37,화요일,송파소방서,가락119안전센터,가락119안전센터,431,900,서울특별시,송파구,송파동,도시,동,127.1158797,37.5021705,4,2,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),2,4,N,Y,N,,,,,,21.5,,4,270,17,,1754
1.91E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,158,84,사용중,0,0,0,8202,2019,봄,2,20190513,184000,5,13,18,40,월요일,송파소방서,거여119안전센터,거여119안전센터,305,2200,서울특별시,송파구,거여동,도시,동,127.1494836,37.4920072,2,1,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,미상,미상,,,,,주거,단독주택,다가구주택(원룸포함),2,25,N,N,N,,,,,,19.9,,2.3,250,47,,1619
1.91E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,303,101,사용중,0,0,0,36,2019,봄,2,20190519,155800,5,19,15,58,일요일,송파소방서,마천119안전센터,마천119안전센터,338,500,서울특별시,송파구,오금동,도시,동,127.1325722,37.5019474,1,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,1,0,N,N,N,,,,,,20.5,2.4,0.7,70,95,,713
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,493,31,사용중,0,0,0,11,2019,봄,2,20190520,150000,5,20,15,0,월요일,송파소방서,잠실119안전센터,잠실119안전센터,319,1,서울특별시,송파구,석촌동,도시,동,127.1033541,37.5060529,5,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,5,0,N,N,N,,,,,,18,,4,250,47,,1951
1.91E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,180,59,사용중,0,0,0,402,2019,봄,2,20190523,181000,5,23,18,10,목요일,송파소방서,거여119안전센터,거여119안전센터,214,600,서울특별시,송파구,마천동,도시,동,127.1497429,37.4961983,1,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,단독주택,1,3,N,N,N,,,,,,28.2,,2.3,270,19,,1765
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,3088,830,사용중,0,0,0,23,2019,여름,2,20190603,40200,6,3,4,2,월요일,송파소방서,가락119안전센터,가락119안전센터,507,2800,서울특별시,송파구,가락동,도시,동,127.1242957,37.5000271,3,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,연립주택,2,0,N,N,N,,,,,,16.6,,0.7,320,51,,2000
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,619,148,사용중,0,0,0,164,2019,여름,2,20190630,144600,6,30,14,46,일요일,송파소방서,잠실119안전센터,잠실119안전센터,226,900,서울특별시,송파구,석촌동,도시,동,127.0982228,37.5045119,3,1,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,기타 쓰레기,,,,,주거,공동주택,다세대주택,4,6,N,N,N,,,,,,27.4,,3.1,250,58,,1169
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,637,147,사용중,0,0,0,9,2019,여름,3,20190701,134800,7,1,13,48,월요일,송파소방서,거여119안전센터,거여119안전센터,300,0,서울특별시,송파구,마천동,도시,동,127.1574476,37.4941411,3,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,주방기기,기타(주방기기),,,주거,공동주택,연립주택,-1,0,N,N,N,,,,,,27.3,,2,250,44,,1103
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,657,131,사용중,0,0,0,11,2019,여름,3,20190705,95800,7,5,9,58,금요일,송파소방서,거여119안전센터,거여119안전센터,109,100,서울특별시,송파구,마천동,도시,동,127.1469031,37.4998429,1,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,기타,기타,,,,,주거,공동주택,다세대주택,-1,0,N,N,N,,,,,,25.6,,1.4,90,39,,1866
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,2,1,295,98,사용중,0,0,0,11,2019,여름,3,20190710,214900,7,10,21,49,수요일,송파소방서,방이119안전센터,방이119안전센터,400,0,서울특별시,송파구,방이동,도시,동,127.10989,37.511726,4,4,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,연립주택,-1,0,N,N,N,,,,,,19.9,2.2,1.5,90,92,,1055
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,300,42,사용중,0,0,0,319,2019,여름,3,20190712,40800,7,12,4,8,금요일,송파소방서,거여119안전센터,거여119안전센터,214,1445,서울특별시,송파구,마천동,도시,동,127.152129,37.496624,1,1,0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,주방기기,냉장고,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),3,5,N,N,N,,,,,,20.1,,1,290,79,,2000
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,630,139,사용중,0,0,0,12,2019,여름,3,20190716,190100,7,16,19,1,화요일,송파소방서,방이119안전센터,방이119안전센터,700,558,서울특별시,송파구,방이동,도시,동,127.119408,37.5141795,3,3,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,-1,0,N,N,N,,,,,,27,,2.8,290,71,,512
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,317,96,사용중,0,0,0,12,2019,여름,3,20190722,131300,7,22,13,13,월요일,송파소방서,잠실119안전센터,잠실119안전센터,424,1028,서울특별시,송파구,송파동,도시,동,127.1084239,37.5086408,4,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,4,0,N,N,N,,,,,,29.3,,2.7,200,60,,691
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,210,70,사용중,0,0,0,12,2019,여름,3,20190724,132500,7,24,13,25,수요일,송파소방서,거여119안전센터,거여119안전센터,310,100,서울특별시,송파구,마천동,도시,동,127.1491622,37.498759,1,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,다가구주택(원룸포함),-1,0,N,N,N,,,,,,26.3,0.1,1.9,230,84,,719
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,651,76,사용중,0,0,0,354,2019,여름,3,20190731,215100,7,31,21,51,수요일,송파소방서,마천119안전센터,마천119안전센터,135,1143,서울특별시,송파구,오금동,도시,동,127.141126,37.5019761,1,1,0,불꽃/ 불티,모닥불/ 연탄/ 숯,부주의,불씨/불꽃/화원방치,쓰레기류,쓰레기,,,,,주거,공동주택,다세대주택,4,3,N,N,N,,,,,,26.3,0,2.9,200,85,,1258
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,310,70,사용중,0,0,0,307,2019,여름,3,20190803,181600,8,3,18,16,토요일,송파소방서,방이119안전센터,방이119안전센터,334,636,서울특별시,송파구,풍납동,도시,동,127.1185434,37.5390169,7,2,0,작동기기,전기적 아크(단락),전기적 요인,미확인단락,전기/전자,전선피복,,,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),3,2,N,N,N,,,,,,29.9,,2.5,290,68,,1997
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,628,131,사용중,0,0,0,46,2019,여름,3,20190804,152200,8,4,15,22,일요일,송파소방서,잠실119안전센터,잠실119안전센터,210,0,서울특별시,송파구,삼전동,도시,동,127.0923512,37.5067348,7,1,0,작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,기타,기타,,,,,주거,기타주택,기타 주택,3,0,N,N,N,,,,,,33.9,,2.7,320,53,,1326
1.91E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,123,40,사용중,0,0,0,22,2019,여름,3,20190809,95800,8,9,9,58,금요일,송파소방서,거여119안전센터,거여119안전센터,442,354,서울특별시,송파구,마천동,도시,동,127.1531562,37.4978469,2,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,다가구주택(원룸포함),1,0,N,N,N,,,,,,28.9,,0.6,180,70,,1136
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,197,75,사용중,0,0,0,6586,2019,여름,3,20190811,80400,8,11,8,4,일요일,송파소방서,거여119안전센터,거여119안전센터,458,1325,서울특별시,송파구,마천동,도시,동,127.1525197,37.5004464,1,1,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,,,,,주거,단독주택,다가구주택(원룸포함),1,10,N,N,N,,,,,,28.3,,2.3,90,55,,1963
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,49339,108,사용중,0,0,0,74,2019,여름,3,20190812,151600,8,12,15,16,월요일,송파소방서,잠실119안전센터,잠실119안전센터,200,2600,서울특별시,송파구,삼전동,도시,동,127.091022,37.5061036,7,0,0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,공동주택,기타 공동주택,-1,0,N,N,N,,,,,,27.3,2.4,0.9,50,95,,241
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,314,78,사용중,0,0,0,121,2019,여름,3,20190812,161100,8,12,16,11,월요일,송파소방서,거여119안전센터,거여119안전센터,248,0,서울특별시,송파구,거여동,도시,동,127.1442989,37.4964557,1,1,0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,전기/전자,전선피복,,,,,주거,단독주택,기타 단독주택,1,0,N,N,N,,,,,,27.8,2.1,0.9,70,95,,504
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,660,79,사용중,0,0,0,19,2019,여름,3,20190815,172300,8,15,17,23,목요일,송파소방서,잠실119안전센터,잠실119안전센터,249,0,서울특별시,송파구,삼전동,도시,동,127.0897097,37.5032288,6,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,-1,0,N,N,N,,,,,,25.4,0.3,1.1,50,88,,1995
1.91E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,183,31,사용중,0,0,0,106,2019,여름,3,20190816,203900,8,16,20,39,금요일,송파소방서,거여119안전센터,거여119안전센터,339,630,서울특별시,송파구,마천동,도시,동,127.151821,37.4977421,1,1,0,담뱃불/ 라이터불,촛불,부주의,불씨/불꽃/화원방치,기타,기타,,,,,주거,단독주택,다가구주택(원룸포함),-1,0,N,N,N,,,,,,26.5,,2.5,290,67,,2000
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,525,173,사용중,0,0,0,36,2019,여름,3,20190819,140800,8,19,14,8,월요일,송파소방서,가락119안전센터,가락119안전센터,450,300,서울특별시,송파구,송파동,도시,동,127.1121435,37.5011163,3,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,,,주거,단독주택,다가구주택(원룸포함),1,0,N,N,N,,,,,,30.7,,1.5,50,43,,1987
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,265,197,사용중,0,0,0,113,2019,여름,3,20190820,133800,8,20,13,38,화요일,송파소방서,방이119안전센터,방이119안전센터,618,346,서울특별시,송파구,방이동,도시,동,127.1166029,37.5096665,4,4,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,가연물 근접방치,침구/직물류,이불(베개/시트),,,,,주거,단독주택,다가구주택(원룸포함),5,0,N,N,N,,,,,,31.8,,1.1,70,47,,1456
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,651,127,사용중,0,0,0,84,2019,여름,3,20190821,93000,8,21,9,30,수요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,455,2130,서울특별시,송파구,잠실동,도시,동,127.0874058,37.5073312,6,1,0,작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,전기/전자,전선피복,,,,,주거,기타주택,기타 주택,1,0,N,N,N,,,,,,26.8,,1.5,90,57,,1932
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,501,41,사용중,0,0,0,209,2019,여름,3,20190822,134100,8,22,13,41,목요일,송파소방서,잠실119안전센터,잠실119안전센터,256,1845,서울특별시,송파구,석촌동,도시,동,127.0995994,37.5001272,6,2,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,,,,,주거,단독주택,다가구주택(원룸포함),-1,2,N,N,N,,,,,,30.1,,3.5,320,42,,1688
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,1,642,107,사용중,0,0,0,11,2019,여름,3,20190825,84900,8,25,8,49,일요일,송파소방서,가락119안전센터,가락119안전센터,210,100,서울특별시,송파구,가락동,도시,동,127.1211227,37.4965146,3,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,2,0,N,N,N,,,,,,21.9,,0.9,50,76,,1318
1.91E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,3,1,3088,834,사용중,0,0,0,15,2019,가을,3,20190906,155000,9,6,15,50,금요일,송파소방서,가락119안전센터,가락119안전센터,455,0,서울특별시,송파구,가락동,도시,동,127.124109,37.500113,2,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,연립주택,1,0,N,N,N,,,,,,28.8,,2,360,68,,1562
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,0,402,107,사용중,0,0,0,278,2019,가을,3,20190913,102700,9,13,10,27,금요일,송파소방서,거여119안전센터,거여119안전센터,218,452,서울특별시,송파구,마천동,도시,동,127.1555948,37.4967123,2,1,0,작동기기,전기적 아크(단락),전기적 요인,누전/지락,전기/전자,전선피복,전기설비,계량기,,,주거,공동주택,다세대주택,1,0,N,N,N,,,,,,23.3,,2.1,360,53,,2000
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,410,125,사용중,0,0,0,31,2019,가을,3,20190916,190600,9,16,19,6,월요일,송파소방서,마천119안전센터,마천119안전센터,410,200,서울특별시,송파구,오금동,도시,동,127.1401266,37.49857,2,2,0,작동기기,기기 전도/복사열,부주의,불씨/불꽃/화원방치,합성수지,플라스틱/ PVC/ 비닐/ 장판,주방기기,가스렌지,합성수지,플라스틱/ PVC/ 비닐/ 장판,주거,공동주택,다세대주택,4,0,N,N,N,,,,,,26.3,,2.9,290,40,,2000
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,434,131,사용중,0,0,0,29,2019,가을,3,20190921,10600,9,21,1,6,토요일,송파소방서,마천119안전센터,마천119안전센터,430,0,서울특별시,송파구,오금동,도시,동,127.1337498,37.5058422,2,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,3,0,N,N,N,,,,,,19.3,,2.5,340,62,,2000
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,1454,369,사용중,0,0,0,15,2019,가을,3,20190923,124400,9,23,12,44,월요일,송파소방서,잠실119안전센터,잠실119안전센터,400,0,서울특별시,송파구,석촌동,도시,동,127.1043723,37.4995973,6,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,기타주택,기타 주택,3,0,N,N,N,,,,,,23.1,,1.7,290,36,,2000
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,0,377,109,사용중,0,0,0,328,2019,가을,3,20190926,180600,9,26,18,6,목요일,송파소방서,방이119안전센터,방이119안전센터,340,500,서울특별시,송파구,풍납동,도시,동,127.1154387,37.5272521,4,2,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전자기기 부속품,조명/ 간판,형광등,,,주거,공동주택,다세대주택,4,6,N,N,N,,,,,,25.7,,1.9,50,41,,2000
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,2,659,190,사용중,0,0,0,30,2019,가을,3,20190927,34000,9,27,3,40,금요일,송파소방서,잠실119안전센터,잠실119안전센터,405,0,서울특별시,송파구,삼전동,도시,동,127.0945924,37.5004299,5,3,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,2,0,N,N,N,,,,,,20.5,,1.3,20,71,,2000
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,1,379,32,사용중,0,0,0,113,2019,가을,3,20190930,42200,9,30,4,22,월요일,송파소방서,거여119안전센터,거여119안전센터,322,758,서울특별시,송파구,마천동,도시,동,127.1555215,37.493777,2,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,다가구주택(원룸포함),4,0,N,N,N,,,,,,17.6,,1.4,320,82,,577
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,0,659,28,사용중,0,0,0,5,2019,가을,4,20191007,84700,10,7,8,47,월요일,송파소방서,잠실119안전센터,잠실119안전센터,349,1307,서울특별시,송파구,송파동,도시,동,127.1112223,37.5055868,4,3,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,5,0,N,N,N,,,,,,14.5,2,2.3,360,95,,427
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,644,58,사용중,0,0,0,25,2019,가을,4,20191009,91400,10,9,9,14,수요일,송파소방서,거여119안전센터,거여119안전센터,239,900,서울특별시,송파구,마천동,도시,동,127.1576508,37.4940247,3,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,3,0,N,N,N,,,,,,11.3,,1.2,320,53,,1971
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,0,528,155,사용중,0,0,0,113,2019,가을,4,20191102,104600,11,2,10,46,토요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,324,0,서울특별시,송파구,잠실동,도시,동,127.0812086,37.505648,7,2,0,작동기기,기기 전도/복사열,부주의,기타(부주의),식품,음식물,주방기기,핫플래이트,,,주거,공동주택,다세대주택,3,0,N,N,N,,,,,,13.6,,1.4,70,55,,762
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,0,258,80,사용중,0,0,0,13,2019,가을,4,20191104,115100,11,4,11,51,월요일,송파소방서,거여119안전센터,거여119안전센터,300,100,서울특별시,송파구,마천동,도시,동,127.1503264,37.4996172,2,1,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전자기기 부속품,,,,,주거,단독주택,단독주택,1,0,N,N,N,,,,,,16,,2,70,48,,2000
1.91E+14,건축/구조물,양식(옥),벽돌조,스레트가,1,2,1,241,83,사용중,0,0,0,352,2019,가을,4,20191105,175800,11,5,17,58,화요일,송파소방서,거여119안전센터,거여119안전센터,240,600,서울특별시,송파구,마천동,도시,동,127.1505875,37.4964185,1,1,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,단독주택,단독주택,-1,10,N,N,N,,,,,,16.1,,2.4,290,52,,1432
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,460,133,사용중,1,3,4,28630,2019,가을,4,20191117,164400,11,17,16,44,일요일,송파소방서,마천119안전센터,마천119안전센터,206,53755,서울특별시,송파구,문정동,도시,동,127.1331147,37.4878077,2,2,0,작동기기,기기 전도/복사열,부주의,가연물 근접방치,침구/직물류,커튼,계절용 기기,전기히터/스토브,,,주거,공동주택,다세대주택,4,50,N,N,N,,,,,,8,,5.4,70,87,,1114
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,0,427,113,사용중,0,0,0,400,2019,가을,4,20191130,181000,11,30,18,10,토요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,459,0,서울특별시,송파구,잠실동,도시,동,127.0809777,37.5043713,6,2,0,작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),전기/전자,전기/ 전자기기 케이스,생활기기,세탁기,전기/전자,전기/ 전자기기 케이스,주거,공동주택,다세대주택,1,3,N,N,N,,,,,,6.6,,1.7,340,38,,1166
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,4,1,551,126,사용중,0,0,0,50,2019,겨울,4,20191204,65000,12,4,6,50,수요일,송파소방서,잠실119안전센터,잠실119안전센터,440,0,서울특별시,송파구,삼전동,도시,동,127.0885553,37.5014324,6,1,0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,배선/배선기구,옥내 인입배선,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),2,0,N,N,N,,,,,,-1.1,,0.7,360,58,,2000
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,161,7,사용중,0,0,0,9508,2019,겨울,4,20191207,91700,12,7,9,17,토요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,456,3200,서울특별시,송파구,잠실동,도시,동,127.085229,37.5084157,6,2,0,미상(발화원인),미상,미상,미상,종이/목재/건초등,종이,,,,,주거,단독주택,다가구주택(원룸포함),3,6,N,N,N,,,,,,-2.7,0,2.2,50,53,,1379
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,0,887,24,사용중,0,0,0,7040,2019,겨울,4,20191208,5800,12,8,0,58,일요일,송파소방서,방이119안전센터,방이119안전센터,454,1852,서울특별시,송파구,방이동,도시,동,127.1110553,37.5126648,3,3,0,미상(발화원인),미상,부주의,가연물 근접방치,종이/목재/건초등,목재/ 합판,,,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),6,20,N,N,N,,,,,,-2.6,,1.1,70,76,,662
1.91E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,1,494,120,사용중,0,0,0,591,2019,겨울,4,20191214,50000,12,14,5,0,토요일,송파소방서,방이119안전센터,방이119안전센터,250,800,서울특별시,송파구,방이동,도시,동,127.1111402,37.5145971,3,3,0,작동기기,기기 전도/복사열,기타,기타,침구/직물류,의류,주방기기,핫플래이트,,,주거,단독주택,다가구주택(원룸포함),5,10,N,N,N,,,,,,2.4,,3.5,290,66,,567
2.00E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,476,127,사용중,0,0,0,1157,2020,겨울,1,20200106,103200,1,6,10,32,월요일,송파소방서,마천119안전센터,마천119안전센터,500,500,서울특별시,송파구,문정동,도시,동,127.126743,37.4838406,3,3,0,담뱃불/ 라이터불,촛불,부주의,불씨/불꽃/화원방치,미상,미상,,,,,주거,공동주택,다세대주택,3,10,N,N,N,,,,,,3,,2,70,44,,1066
2.00E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,615,153,사용중,0,0,0,198,2020,겨울,1,20200106,104400,1,6,10,44,월요일,송파소방서,잠실119안전센터,잠실119안전센터,240,0,서울특별시,송파구,송파동,도시,동,127.1076507,37.5099172,5,2,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,생활기기,기타(생활기기),,,주거,공동주택,연립주택,2,1,N,N,N,,,,,,3,,2,70,44,,1066
2.00E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,402,106,사용중,0,0,0,292,2020,겨울,1,20200108,224500,1,8,22,45,수요일,송파소방서,마천119안전센터,마천119안전센터,358,900,서울특별시,송파구,오금동,도시,동,127.135516,37.5018151,1,1,0,작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,합성수지,플라스틱/ PVC/ 비닐/ 장판,생활기기,세탁기,,,주거,공동주택,다세대주택,5,2,N,N,N,,,,,,0,,3,270,82,,391
